"","gender","age","country","handed","languages","height","rightfoot","armspan","wrist","neck","popliteal","indexfinger","ringfinger","travel","timetravel","bagweight","bagcarry","favlearning","reaction","cellmonths","fitlevel","pulserest","prefquality","superpower","timetaken","year"
"1146","male",11,"newzealand","right",1,141,21,136,16,33,44,80,74,"bike",7,4000,"two","mathstats",0.386,3,"quitefit",84,"happy","time",1433,7
"10084","male",12,"newzealand","ambi",1,156,23,145,15,32,45,6,6,"bike",1,NA,"two","health",0.965,1,"veryfit",119,"rich","strength",392,8
"4916","female",9,"newzealand","right",2,133,19,55,NA,10,129,12,13,"walk",5,NA,"one","arts",0.516,NA,"quitefit",-1,"famous","time",1048,5
"8746","female",9,"newzealand","right",1,134,21,134,13,27,36,80,70,"motor",10,NA,"diagonal","arts",0.391,2,"quitefit",64,"happy","invisibility",11157,6
"9489","female",11,"newzealand","ambi",1,144,22,140,15,26,39,72,65,"motor",10,NA,"diagonal","health",0.483,34,"quitefit",44,"happy","invisibility",740,8
"12484","male",14,"australia","left",2,153,22,65,20,37,50,73,85,"motor",5,NA,"two","health",0.594,20,"littlefit",-1,"rich","time",1814,10
"3351","male",13,"newzealand","right",1,161,26,161,7,31,43,76,75,"bike",5,4000,"two","technology",0.477,5,"quitefit",60,"happy","fly",421,9
"11058","male",9,"newzealand","left",5,135,20,131,15,28,30,70,75,"walk",2,NA,"two","languages",0.439,NA,"veryfit",72,"famous","telepathy",585,5
"19576","male",13,"India","right",2,171,25,169,18,33,46,100,95,"motor",6,NA,"one","science",0.343,1,"littlefit",76,"rich","fly",758,9
"5044","male",8,"America","left",1,128,20,128,13,27,34,53,50,"motor",5,5000,"two","health",0.629,0,"veryfit",64,"healthy","invisibility",1021,5
"17343","female",14,"newzealand","right",1,166,23,172,15,32,43,95,102,"bus",25,1900,"two","mathstats",0.344,15,"quitefit",64,"happy","fly",501,10
"8441","female",13,"newzealand","right",1,163,25,165,17,33,43,88,78,"bus",35,550,"two","health",0.718,24,"littlefit",68,"happy","fly",1614,9
"2927","female",10,"newzealand","left",2,155,24,158,16,31,40,70,69,"walk",3,2300,"one","english",0.389,0,"quitefit",84,"happy","invisibility",733,6
"13398","male",16,"newzealand","right",1,190,28,194,17,36,48,11,12,"walk",30,4000,"two","technology",0.299,24,"quitefit",76,"happy","strength",388,12
"8626","female",11,"newzealand","ambi",1,162,27,164,18,33,45,67,69,"train",12,5500,"two","technology",0.407,50,"quitefit",56,"famous","strength",1263,7
"2893","male",14,"newzealand","right",2,170,26,168,19,33,470,90,109,"walk",25,NA,"diagonal","health",0.506,4,"veryfit",72,"happy","strength",1311,10
"9565","female",12,"newzealand","right",4,153,24,NA,16,40,40,75,80,"motor",30,6000,"two","english",0.391,6,"littlefit",70,"happy","time",1818,8
"9844","male",13,"newzealand","right",NA,174,28,174,19,35,46,90,100,"bus",60,5300,"two","health",1.813,44,"quitefit",66,"rich","time",727,9
"9301","male",10,"newzealand","right",1,152,23,150,16,31,37,63,62,"motor",3,2700,"two","health",0.5,0,"quitefit",88,"healthy","time",1358,6
"1178","male",11,"newzealand","ambi",1,100,23,148,14,29,43,80,70,"motor",7,1380,"two","health",0,1,"quitefit",99,"healthy","strength",1826,7
"5594","male",12,"newzealand","right",1,160,24,160,16,37,41,90,98,"walk",25,2100,"diagonal","mathstats",0.438,17,"quitefit",72,NA,NA,540,9
"15336","female",12,"australia","right",1,164,25,164,17,34,42,100,95,"motor",5,NA,"diagonal","health",0.388,10,"quitefit",72,"happy","time",519,7
"3372","male",13,"newzealand","left",1,NA,25,NA,16,36,55,98,98,"bike",15,NA,"two","technology",0.345,6,"littlefit",80,"rich","telepathy",424,9
"17662","female",9,"newzealand","right",1,134,20,134,13,26,35,80,70,"motor",8,NA,"two","arts",0.578,0,"quitefit",30,"healthy","fly",838,6
"7541","female",11,"newzealand","right",2,150,25,150,12,17,25,93,83,"motor",2,NA,"one","mathstats",0.608,NA,"quitefit",0,"healthy","strength",1463,7
"15577","male",14,"newzealand","right",1,171,24,166,16,33,43,103,106,"walk",23,NA,"two","social",0.312,4,"littlefit",60,"happy","strength",513,10
"19871","male",14,"china","right",2,173,28,169,18,20,61,70,59,"bike",12,4000,"two","technology",0.519,0,"quitefit",8,"healthy","time",421,10
"18222","female",15,"australia","right",2,165,23,NA,14,30,42,95,105,"walk",15,5200,"one","arts",0.356,29,"unfit",72,"happy","telepathy",515,11
"10384","female",10,"newzealand","right",1,149,22,143,14,28,44,60,70,"walk",15,2400,"one","health",0.5,NA,"veryfit",92,"healthy","fly",1384,6
"11075","female",13,"england","right",1,173,25,171,17,32,44,90,86,"walk",3,5200,"one","english",0.313,17,"littlefit",98,"happy","telepathy",811,9
"14333","female",14,"newzealand","right",1,NA,22,160,15,30,43,69,70,"bus",28,2000,"diagonal","english",0.328,9,"quitefit",92,"healthy","telepathy",438,10
"18345","female",12,"newzealand","left",2,NA,25,149,18,35,48,78,79,"motor",7,1000,"two","arts",3.128,0,"littlefit",65,"famous","strength",1197,8
"3080","female",14,"newzealand","right",1,170,24,174,15,33,41,85,90,"bus",20,3000,"diagonal","english",NA,2,"littlefit",76,"happy","telepathy",885,10
"18290","female",13,"newzealand","right",1,167,24,169,15,32,40,67,65,"bus",24,4000,"two","arts",0.391,0,"littlefit",25,"happy","telepathy",613,9
"10863","female",13,"newzealand","right",1,180,23,70,16,32,19,70,73,"bus",30,NA,"two","science",0.406,18,"quitefit",61,"healthy","invisibility",553,9
"11810","female",13,"newzealand","left",3,162,23,159,14,32,510,6,8,"bus",10,5000,"two","social",0.578,12,"quitefit",72,"rich","time",554,9
"1607","female",9,"newzealand","right",1,133,62,NA,17,49,61,40,7,"motor",2,NA,"two","arts",0.547,5,"quitefit",78,"healthy","invisibility",2148,5
"20061","female",11,"newzealand","right",4,160,22,160,16,31,41,80,70,"bus",17,1500,"two","arts",0.407,1,"quitefit",60,"famous","fly",1160,7
"14541","male",13,"newzealand","right",1,176,26,177,NA,NA,47,8,NA,"walk",1,NA,"one","technology",0.344,9,"littlefit",92,"rich","time",414,9
"10477","male",11,"malaysia","right",2,150,22,145,15,35,34,70,70,"other",5,2700,"two","arts",0.435,4,"littlefit",148,"famous","fly",783,6
"10916","male",13,"newzealand","left",2,154,7,155,6,13,17,60,65,"bus",45,7000,"two","health",0.296,24,"quitefit",86,"healthy","telepathy",738,9
"2894","male",14,"india","right",2,163,26,171,17,33,43,102,110,"walk",10,NA,"two","social",0.41,9,"quitefit",104,"rich","fly",1348,10
"5585","female",13,"newzealand","left",1,160,22,157,15,31,39,83,93,"walk",20,3900,"two","mathstats",0.531,15,"quitefit",70,"happy","telepathy",822,9
"18677","female",9,"newzealand","right",3,141,21,22,NA,27,36,60,58,"motor",10,3000,"two","health",0,0,"quitefit",80,"happy","invisibility",848,5
"15682","female",14,"newzealand","right",1,159,23,159,15,30,40,75,60,"motor",2,NA,NA,"arts",0,1,"quitefit",59,"famous","invisibility",940,9
"256","female",14,"newzealand","left",1,159,24,156,14,30,43,70,70,"walk",1,1000,"two","health",0.437,3,"quitefit",56,"healthy","fly",1076,10
"11312","female",16,"newzealand","right",1,173,23,166,15,32,44,90,80,"motor",6,NA,"one","health",0.329,4,"littlefit",90,"happy","telepathy",713,12
"2921","male",9,"newzealand","left",1,142,22,135,14,30,39,62,56,"motor",5,2100,"two","health",1.578,0,"veryfit",88,"famous","fly",1134,6
"11221","female",15,"newzealand","right",1,160,2,NA,NA,NA,7,5,6,"walk",5,NA,"diagonal","english",NA,7,"littlefit",-1,"happy","time",595,10
"3083","male",10,"newzealand","right",1,158,0,NA,15,29,41,9,9,"motor",20,NA,"two","technology",0.391,0,"quitefit",6,"healthy","telepathy",1102,7
"12248","female",15,"australia","right",2,166,25,163,16,34,42,80,80,"bus",30,4000,"two","technology",1.31,28,"littlefit",76,"famous","telepathy",321,11
"14489","male",13,"england","right",1,100,27,180,21,48,46,90,80,"walk",30,2000,"two","health",0.485,6,"littlefit",68,"rich","time",1812,9
"13561","female",14,"newzealand","right",1,171,25,176,16,33,44,95,105,"bus",34,4300,"two","health",0.466,19,"veryfit",60,"happy","telepathy",641,10
"13738","female",14,"england","right",1,157,25,162,15,32,39,80,80,"motor",20,NA,"two","arts",0.359,13,"veryfit",42,"happy","telepathy",567,9
"7226","female",13,"newzealand","right",2,161,22,161,16,30,46,80,80,"bus",50,973,"two","arts",NA,20,"quitefit",54,"happy","telepathy",957,9
"12627","female",14,"newzealand","right",1,164,0,163,13,30,41,7,7,"walk",20,3000,"one","arts",0.375,2,"veryfit",66,"happy","fly",731,10
"7159","male",11,"newzealand","right",1,144,21,134,14,32,45,80,74,"bike",15,2500,"two","science",NA,0,"unfit",44,"rich","fly",1988,6
"18333","female",11,"newzealand","right",1,151,23,152,16,30,40,90,90,"walk",30,1200,"two","arts",0,28,"littlefit",-1,"famous","telepathy",951,7
"15485","male",14,"newzealand","right",2,162,25,159,17,32,42,75,74,"bus",40,6500,"one","health",0.688,1,"quitefit",64,"healthy","fly",1504,9
"3981","female",14,"newzealand","right",1,170,23,170,15,29,50,87,70,"walk",6,1000,"two","technology",1.328,8,"veryfit",57,"rich","invisibility",575,10
"19185","female",11,"newzealand","left",1,105,26,147,14,32,46,90,70,"motor",15,700,"two","health",2.028,24,"veryfit",76,"healthy","fly",718,7
"14630","female",14,"Zimbabwe","left",3,167,24,175,15,32,56,77,80,"bus",20,5000,"two","mathstats",0.349,6,"quitefit",60,"happy","telepathy",1252,10
"6648","male",11,"england","right",1,148,23,150,16,31,42,85,95,"motor",6,4000,"two","science",1.076,0,"quitefit",82,"happy","fly",690,8
"4551","male",10,"newzealand","right",2,143,21,145,6,12,39,59,59,"motor",5,5000,"two","technology",0.535,3,"quitefit",52,"rich","fly",834,6
"15581","male",14,"newzealand","right",1,176,27,178,16,32,48,90,95,"walk",20,600,"two","mathstats",0.559,20,"unfit",88,"happy","time",495,10
"18656","female",14,"newzealand","right",2,166,23,60,16,62,40,68,63,"walk",0,3000,"one","health",0.452,15,"quitefit",108,"healthy","telepathy",391,10
"17576","male",12,"newzealand","right",1,183,34,176,19,34,46,120,75,"bus",50,3000,"two","science",0.387,0,"littlefit",84,"happy","time",814,8
"16909","female",15,"newzealand","right",2,157,26,170,15,41,44,88,89,"walk",15,NA,"two","english",NA,5,"littlefit",80,"healthy","telepathy",1059,10
"5105","female",12,"newzealand","right",1,155,25,24,13,29,40,70,70,"motor",15,7500,"two","technology",0.361,3,"quitefit",60,"happy","telepathy",828,9
"7403","male",13,"newzealand","right",2,192,28,187,21,40,48,100,90,"motor",10,6000,"hand","science",0.4,36,"littlefit",122,"happy","telepathy",596,9
"1755","male",14,"england","right",NA,182,27,NA,18,NA,NA,70,70,"motor",10,NA,"diagonal","arts",0.547,4,"quitefit",36,"rich","time",853,10
"16268","female",12,"newzealand","right",1,156,22,150,15,28,50,60,60,"bus",50,NA,"one","arts",0.318,18,"quitefit",72,"famous","time",964,7
"3082","female",14,"newzealand","right",1,159,25,162,6,113,40,71,67,"walk",15,1060,"two","technology",0.656,1,"quitefit",80,"happy","time",659,10
"10776","female",17,"Tonga","left",1,163,25,166,15,25,42,85,70,"motor",3,NA,"two","mathstats",0.391,26,"littlefit",80,"happy","time",1534,13
"17540","male",14,"newzealand","left",1,171,27,179,18,35,57,80,85,"motor",10,5000,"two","health",0.329,10,"veryfit",45,"healthy","fly",591,10
"19571","female",13,"korea","right",2,156,21,151,12,28,50,85,82,"motor",7,NA,"two","arts",1.437,6,"littlefit",-1,"happy","time",573,9
"17588","male",13,"newzealand","right",2,170,27,178,17,32,44,83,79,"motor",30,6000,"one","health",0.282,24,"veryfit",68,"happy","time",600,9
"17068","male",15,"newzealand","right",1,160,22,160,15,29,40,70,70,"motor",5,1000,"two","health",0.417,NA,"veryfit",88,"healthy","fly",582,10
"10790","male",14,"newzealand","right",1,167,25,171,95,35,52,80,80,"walk",20,7000,"two","technology",0.422,6,"littlefit",61,"rich","strength",1378,10
"2245","female",13,"newzealand","right",1,156,22,158,15,29,38,65,65,"motor",7,3100,"one","english",0.36,36,"littlefit",0,"happy","telepathy",827,9
"7568","female",14,"newzealand","right",3,155,24,155,16,30,41,100,90,"bus",18,4000,"two","science",0.312,5,"littlefit",88,"happy","telepathy",803,10
"2723","female",16,"newzealand","right",1,172,23,171,14,31,43,75,78,"motor",5,900,"two","arts",0.313,6,"littlefit",72,"happy","telepathy",1310,12
"723","female",13,"newzealand","right",2,174,21,66,15,32,46,91,91,"motor",10,NA,"one","health",0.422,7,"quitefit",64,"happy","telepathy",738,9
"1608","male",14,"newzealand","right",1,172,0,177,NA,NA,45,113,11,"motor",2,900,"diagonal","english",0.797,15,"quitefit",35,"happy","time",594,10
"17691","male",13,"newzealand","ambi",1,161,21,110,10,22,55,40,35,"bus",20,5500,"diagonal","english",0.343,4,"quitefit",58,"happy","time",582,9
"15575","female",10,"newzealand","right",6,140,8,130,18,30,30,6,6,"walk",3,NA,"one","arts",0.469,5,"quitefit",60,"healthy","fly",2090,6
"9166","male",13,"philippines","right",2,159,23,164,14,27,44,90,70,"walk",20,8000,"two","social",0.374,24,"veryfit",148,"rich","fly",560,9
"3918","male",10,"Phillipines","right",3,156,21,145,21,30,39,80,80,"walk",1,NA,"two","mathstats",0.422,0,"quitefit",60,"healthy","invisibility",572,6
"19180","female",5,"england","left",1,NA,20,138,13,27,33,54,60,"motor",6,NA,"two","arts",0,NA,"littlefit",68,"famous","invisibility",5899,5
"6918","male",14,"newzealand","right",1,178,26,184,17,34,47,80,80,"walk",15,500,"two","technology",1.673,6,"quitefit",62,"rich","strength",808,10
"8306","female",14,"newzealand","right",1,160,20,164,17,32,42,70,65,"bus",35,4000,"two","english",0.437,5,"littlefit",88,"happy","invisibility",869,11
"4106","male",11,"newzealand","right",1,155,24,155,16,26,30,86,89,"bus",25,4000,"one","health",0.344,0,"veryfit",84,"happy","strength",432,8
"17940","female",15,"Malaysia","right",2,157,23,157,15,31,40,83,72,"train",60,3000,"two","science",0.328,18,"quitefit",78,"happy",NA,631,11
"13063","female",14,"newzealand","right",1,168,22,167,15,131,47,80,75,"train",90,3000,"one","technology",2.844,19,"quitefit",100,"happy","fly",1038,10
"6828","female",10,"newzealand","right",1,160,21,NA,15,30,40,70,80,"motor",4,NA,"two","arts",0.421,2,"littlefit",-1,"famous","invisibility",748,6
"6545","male",12,"newzealand","right",2,180,24,175,16,31,41,85,77,"walk",5,6000,"two","english",0.469,4,"quitefit",40,"happy","invisibility",572,8
"4683","female",9,"Fiji","right",3,130,12,128,10,27,14,20,17,"motor",30,NA,"one","arts",0.385,9,"quitefit",94,"famous","telepathy",1326,9
"8721","male",14,"newzealand","right",1,147,23,150,7,22,6,50,60,"bus",15,1000,"two","technology",0.406,24,"quitefit",96,"rich","time",1206,9
"12859","female",13,"fiji","right",2,163,24,165,NA,37,129,7,81,"motor",10,NA,"two","health",0.615,4,"quitefit",92,"happy","telepathy",1156,9
"17365","female",14,"newzealand","right",2,159,23,162,15,31,37,50,60,"walk",8,3800,"two","health",0.328,21,"quitefit",74,NA,NA,674,10
"3476","female",9,"newzealand","right",1,139,21,136,14,29,37,50,50,"motor",15,1611,"one","arts",0.609,NA,"veryfit",84,"happy","time",3976,5
"17391","male",8,"china","right",2,134,21,136,14,32,35,7,7,"walk",15,3000,"two","health",0.437,NA,"quitefit",61,"healthy","time",490,5
"10521","female",14,"newzealand","right",1,154,23,149,15,30,33,70,70,"walk",20,3000,"two","languages",0.406,4,"unfit",57,"happy","time",413,10
"13640","female",17,"newzealand","right",1,170,21,NA,NA,35,46,80,72,"motor",18,NA,"two","health",0.406,18,"littlefit",84,"healthy","telepathy",1443,12
"17860","female",10,"Korea","right",2,155,20,147,14,78,42,65,70,"motor",5,NA,"one","english",0.485,0,"veryfit",72,"famous","invisibility",475,6
"8002","male",12,"south africa","right",2,161,25,169,8,28,29,64,55,"motor",30,NA,"diagonal","technology",0.374,2,"quitefit",88,"happy","invisibility",466,8
"19703","female",14,"newzealand","right",1,160,45,155,16,26,40,50,20,"bus",10,NA,"two","arts",0.422,4,"littlefit",76,"famous","fly",593,10
"3411","male",13,"newzealand","right",1,162,25,65,17,33,43,100,110,"bus",25,NA,"two","health",0.375,NA,"veryfit",68,"rich","strength",628,9
"247","female",9,"newzealand","right",1,146,22,150,17,32,39,70,60,"walk",3,NA,"two","arts",0,0,"littlefit",90,"healthy","invisibility",1259,5
"1471","female",14,"singapore","right",2,166,23,167,15,34,41,70,73,"motor",10,600,"two","health",0.479,11,"veryfit",64,"happy","telepathy",512,10
"7173","female",9,"newzealand","left",2,127,28,100,27,26,70,4,6,"walk",10,NA,"two","technology",0,NA,"quitefit",111,"healthy","time",2078,5
"6281","female",13,"newzealand","right",1,165,23,161,16,21,57,90,70,"bus",60,5200,"two","arts",1.453,3,"veryfit",44,"famous","invisibility",700,9
"14089","male",13,"newzealand","left",1,169,4,120,NA,NA,3,4,2,"motor",3,NA,"one","english",0.921,0,"quitefit",16,"rich","time",733,9
"4638","male",13,"newzealand","right",2,167,25,175,17,30,45,90,95,"walk",12,5000,"two","health",0.432,25,"quitefit",60,"happy","fly",494,9
"10515","female",16,"Syria","right",2,160,24,168,15,33,43,65,62,"bus",90,2500,"one","technology",0.561,13,"littlefit",60,"happy","telepathy",1006,12
"11774","male",12,"newzealand","right",2,150,24,145,14,29,40,87,92,"train",20,NA,"one","mathstats",0.43,17,"veryfit",74,"healthy","strength",940,8
"12823","male",11,"newzealand","ambi",2,143,21,143,17,34,40,60,60,"walk",15,1000,"two","health",0.464,0,"veryfit",28,"healthy","time",562,6
"5634","female",15,"Saudi Arbia","right",1,165,30,150,18,31,11,80,70,"bus",15,3000,"one","arts",1.169,72,"littlefit",58,"happy","time",740,10
"17325","female",11,"newzealand","right",NA,165,24,NA,17,33,44,95,90,"motor",30,NA,"hand","arts",0.484,3,"quitefit",39,"happy","invisibility",865,7
"7683","female",14,"newzealand","right",3,163,22,156,15,32,38,65,70,"bus",45,4000,"two","mathstats",0.391,8,"littlefit",92,"rich","telepathy",647,10
"17744","male",9,"newzealand","ambi",2,135,18,123,17,27,45,52,54,"walk",20,NA,"diagonal","social",0.503,1,"veryfit",126,"healthy","strength",969,5
"9527","female",11,"newzealand","left",1,160,24,167,17,32,36,75,79,"walk",45,3000,"two","arts",0.437,NA,"quitefit",80,"happy","telepathy",822,8
"2363","male",8,"newzealand","ambi",1,134,20,136,15,29,35,60,70,"motor",4,2025,"two","health",1.374,14,"quitefit",72,"healthy","fly",641,5
"7813","female",10,"england","ambi",1,141,21,139,15,NA,36,60,75,"motor",2,3000,"one","arts",0.422,NA,"unfit",92,"happy","fly",502,6
"15215","male",15,"newzealand","right",1,153,23,151,16,30,45,44,46,"bike",20,2000,"one","science",0.438,12,"unfit",70,"happy","time",482,10
"3941","male",13,"australia","right",1,148,25,152,73,12,5,23,40,"bike",15,5000,"two","mathstats",1.72,6,"veryfit",60,"healthy","invisibility",675,9
"11831","female",13,"newzealand","right",1,152,24,146,15,31,39,87,85,"bus",30,2000,"two","health",0.929,5,"quitefit",80,"healthy","fly",651,9
"18557","male",13,"Fiji","left",4,175,26,174,15,31,48,9,8,"motor",7,7000,"two","health",0.39,4,"veryfit",100,"famous","invisibility",723,9
"2484","male",10,"newzealand","ambi",1,144,21,146,15,17,37,65,67,"bus",40,NA,"one","arts",0.478,0,"veryfit",60,"happy","strength",1335,6
"19123","male",13,"France","right",2,163,24,161,17,32,NA,8,8,"walk",40,2300,"diagonal","health",0.39,8,"quitefit",66,"famous","fly",833,9
"2946","female",10,"newzealand","right",1,143,22,141,12,28,36,78,84,"walk",10,3800,"two","health",0.375,0,"veryfit",84,"happy","fly",355,6
"13706","female",13,"england","right",1,154,21,147,15,33,40,48,45,"walk",30,NA,"two","arts",0.453,3,"littlefit",68,"happy","invisibility",1658,9
"3810","female",17,"newzealand","right",1,162,25,76,12,25,37,40,42,"train",120,900,"hand","science",0.313,0,"veryfit",76,"healthy",NA,1365,13
"11657","male",9,"newzealand","right",1,141,20,138,14,28,35,60,55,"bus",70,2100,"two","mathstats",NA,29,"quitefit",80,"healthy","strength",744,5
"9620","female",14,"newzealand","right",2,165,26,170,17,35,44,80,80,"walk",2,NA,"two","arts",0.617,NA,"littlefit",80,"healthy","fly",1240,9
"8135","male",9,"england","right",1,135,19,130,14,29,34,62,70,"walk",1,800,"two","english",1.499,0,"quitefit",-1,"healthy","time",1182,5
"4620","male",11,"newzealand","left",1,153,111,153,20,29,53,90,80,"walk",19,NA,"one","english",0.444,0,"quitefit",64,"healthy","invisibility",484,7
"7903","male",12,"newzealand","right",2,174,30,167,20,35,44,90,80,"walk",10,1000,"two","english",0.391,3,"littlefit",80,"healthy","fly",987,8
"10905","male",13,"newzealand","right",1,164,23,165,13,26,52,70,63,"bus",50,4500,"two","health",0.36,2,"quitefit",59,"happy","fly",876,9
"10666","male",14,"newzealand","ambi",1,169,27,160,18,30,56,60,6,"bus",45,6500,"two","health",0.328,12,"quitefit",67,"happy","time",2028,10
"12487","male",10,"newzealand","right",3,142,18,41,13,24,46,60,62,"motor",5,NA,"diagonal","mathstats",0.485,0,"veryfit",40,"healthy","strength",935,6
"1985","female",12,"newzealand","right",1,125,20,120,NA,15,20,10,12,"walk",20,NA,"one","technology",0.422,4,"quitefit",-1,"happy","fly",847,8
"11903","female",11,"newzealand","right",1,145,26,NA,17,32,NA,94,100,"motor",10,NA,"diagonal","arts",0.348,0,"quitefit",80,"happy","telepathy",675,7
"6845","female",12,"newzealand","left",3,167,24,163,17,34,43,80,80,"walk",10,2000,"two","health",0.344,12,"quitefit",65,"rich","time",661,8
"6714","female",13,"newzealand","right",2,160,46,168,19,39,43,100,110,"motor",10,NA,"one","english",0.431,27,"littlefit",78,"happy","telepathy",943,10
"4700","female",11,"newzealand","right",NA,143,21,146,14,28,44,70,80,"motor",10,2700,"one","english",0.39,12,"veryfit",80,"rich","telepathy",644,7
"2167","male",9,"newzealand","ambi",1,137,21,127,16,31,44,75,63,"walk",5,2243,"diagonal","technology",3.671,0,"veryfit",68,"healthy","time",724,5
"5485","female",14,"newzealand","right",1,175,27,169,17,29,46,95,90,"bus",35,4000,"two","technology",0.375,15,"quitefit",50,"happy","telepathy",386,10
"1501","female",14,"newzealand","right",1,178,27,181,15,31,47,80,70,"walk",2,5000,"one","health",0.365,16,"quitefit",92,"happy","strength",1066,10
"945","female",13,"newzealand","right",1,161,26,150,16,30,47,70,45,"motor",10,1000,"two","health",0.438,36,"quitefit",65,"rich","invisibility",561,9
"19974","female",14,"newzealand","right",2,151,20,147,15,29,38,6,7,"motor",15,1500,"two","arts",0.469,1,"quitefit",44,"happy","fly",381,10
"12230","female",11,"newzealand","right",1,147,21,152,15,29,36,70,60,"bus",12,NA,"two","technology",0.427,0,"quitefit",32,"happy","fly",573,7
"19107","male",13,"newzealand","right",1,155,23,155,17,33,39,9,8,"bike",25,6500,"two","technology",0.343,17,"veryfit",80,"rich","time",683,9
"17431","male",15,"newzealand","right",1,178,28,175,19,34,43,73,75,"bus",40,10000,"two","technology",0.281,18,"quitefit",76,"happy","strength",766,11
"13675","male",14,"newzealand","right",1,175,28,169,19,38,48,90,80,"walk",10,NA,"diagonal","technology",0.313,6,"quitefit",90,"famous","time",733,10
"16044","male",9,"Bangladesh","right",2,139,19,134,15,11,38,58,58,"motor",2,NA,"two","science",0.469,0,"littlefit",60,"healthy","time",1460,5
"4680","female",13,"newzealand","ambi",4,149,19,144,15,20,36,NA,NA,"bus",45,NA,"two","languages",0.384,7,"veryfit",120,"happy","telepathy",1332,9
"10804","male",14,"newzealand","right",1,158,24,150,16,37,40,86,90,"bike",10,4000,"two","english",0.344,3,"unfit",88,"happy","strength",389,10
"13054","male",14,"newzealand","right",NA,177,28,85,16,33,43,83,80,"motor",3,4600,"two","arts",0.375,36,"littlefit",70,"happy","time",606,10
"8584","male",13,"newzealand","right",2,169,26,NA,17,34,46,92,75,"walk",17,500,"one","arts",2.09,2,"littlefit",78,"famous","time",607,9
"12959","female",13,"newzealand","right",2,152,23,152,16,30,39,6,6,"bus",45,NA,"two","english",0.36,6,"quitefit",98,"happy","telepathy",683,9
"10583","female",14,"newzealand","right",2,174,28,76,19,35,NA,83,100,"bus",40,4000,"two","health",0.516,42,"quitefit",72,"happy","fly",396,10
"5560","female",12,"Thailand","right",2,154,22,152,14,29,41,75,70,"walk",20,NA,"diagonal","health",0.408,7,"veryfit",80,"famous","telepathy",763,8
"7795","female",14,"newzealand","right",1,166,24,146,16,43,45,70,70,"motor",20,4500,"two","arts",2.625,1,"littlefit",72,"happy","strength",566,10
"18339","male",12,"newzealand","left",2,162,26,166,16,30,42,90,100,"bus",25,2400,"two","mathstats",0.438,4,"quitefit",56,"happy","telepathy",1114,8
"18610","male",11,"newzealand","right",1,146,24,145,17,33,145,8,8,"bus",65,NA,"two","technology",0.351,14,"littlefit",80,"happy","strength",715,7
"7372","male",13,"newzealand","right",1,169,27,169,16,31,47,96,101,"walk",10,5000,"two","health",0.344,7,"quitefit",108,"rich","invisibility",1060,9
"3917","male",13,"newzealand","right",1,151,1,151,NA,NA,1,1,1,"bike",7,NA,"two","technology",0.332,6,"quitefit",1,"rich","fly",339,9
"18477","female",10,"newzealand","right",1,137,22,140,16,31,38,56,62,"bus",2,2000,"one","arts",0.453,0,"littlefit",80,"happy","invisibility",627,6
"18354","female",14,"newzealand","right",4,157,20,52,14,29,40,7,8,"motor",15,NA,"hand","health",0.484,5,"quitefit",56,"rich","fly",598,10
"8145","female",13,"Korea","right",2,160,24,164,15,29,43,9,9,"walk",15,NA,"two","mathstats",0.297,28,"quitefit",13,"happy","telepathy",591,9
"19064","male",11,"newzealand","right",2,NA,230,45,14,27,43,4,6,"walk",10,NA,"two","english",0.408,0,"veryfit",29,"famous","time",1045,7
"8985","female",10,"newzealand","right",1,146,22,141,14,28,38,80,75,"motor",15,NA,"two","arts",0.5,20,"veryfit",60,"famous","time",654,6
"14995","female",10,"newzealand","right",1,139,22,138,14,27,55,70,59,"motor",4,2300,"diagonal","arts",0.499,NA,"quitefit",80,"famous","time",683,5
"16855","male",14,"newzealand","left",1,167,26,163,17,34,46,90,110,"bike",20,3000,"two","arts",0.34,4,"littlefit",72,"rich","telepathy",429,10
"13980","female",12,"newzealand","right",2,161,25,167,15,30,42,72,70,"motor",10,NA,"one","health",0.292,NA,"veryfit",78,"healthy","time",376,8
"2683","male",9,"newzealand","right",1,136,20,135,13,26,33,70,70,"motor",1,3000,"one","health",NA,NA,"veryfit",32,"rich","telepathy",537,5
"8940","male",13,"newzealand","right",2,160,27,158,15,30,45,85,80,"walk",20,700,"one","social",0.406,5,"quitefit",-1,"happy","invisibility",1413,9
"11944","male",14,"tongan","right",NA,149,255,176,NA,38,54,11,11,"bus",1,NA,"two","health",NA,2,"quitefit",64,"healthy","telepathy",957,9
"2447","female",14,"Hong Kong","left",1,166,34,160,17,34,44,76,78,"motor",10,3100,"one","english",0.31,6,"littlefit",88,"happy","invisibility",663,10
"11734","male",13,"newzealand","right",1,154,34,NA,16,29,40,7,7,"bus",60,NA,"two","technology",0.297,24,"quitefit",60,"happy","telepathy",858,9
"17060","female",15,"england","right",2,168,24,166,15,31,47,80,80,"motor",2,2000,"two","arts",0.312,8,"veryfit",84,"happy","invisibility",501,10
"12694","male",10,"newzealand","right",2,130,22,130,13,23,110,9,8,"walk",1,NA,"two","arts",1.797,5,"veryfit",60,"famous","fly",867,6
"19805","female",13,"newzealand","right",1,163,24,164,16,29,46,80,73,"bus",20,3500,"two","health",0.5,6,"quitefit",64,"happy","fly",538,9
"3257","female",13,"Korea","right",2,176,25,73,20,43,115,178,180,"motor",7,1000,"two","technology",0,5,"quitefit",20,"rich","invisibility",939,9
